country,goals_z,xg_z,crosses_z,boxtouches_z,passes_z,progpasses_z,takeons_z,progruns_z,tackles_z,interceptions_z,clearances_z,blocks_z,aerials_z,fouls_z,fouled_z,nsxg_z,results,year
Belgium,0.566153846,0.560769231,0.234615385,0.446923077,0.162307692,-0.037692308,0.473846154,0.542307692,-0.023076923,-0.093076923,-0.225384615,0.313846154,-0.235384615,0.063076923,-0.043076923,0.558461538,3,18
Brazil,0.427692308,0.864615385,0.352307692,1.153076923,0.580769231,-0.015384615,0.663846154,1.092307692,0.813076923,0.81,-0.140769231,0.348461538,-0.026153846,-0.186923077,0.419230769,1.027692308,6,18
Poland,-0.066153846,0.173076923,-0.090769231,0.234615385,-0.04,-0.076153846,-0.353076923,-0.315384615,-0.107692308,-0.104615385,0.067692308,0.073076923,0.213076923,-0.287692308,-0.03,0.090769231,25,18
Switzerland,0.241538462,0.330769231,0.522307692,0.181538462,0.219230769,0.113076923,0.045384615,0.286923077,0.679230769,0.503076923,-0.172307692,0.457692308,-0.246923077,-0.04,0.116153846,0.186923077,14,18
Spain,0.190769231,0.680769231,0.319230769,0.763076923,1.410769231,0.267692308,0.516923077,0.981538462,0.42,0.449230769,-0.392307692,0.094615385,-0.016923077,-0.41,0.195384615,0.726153846,10,18
Portugal,0.373846154,0.166153846,0.297692308,0.044615385,0.316923077,-0.044615385,0.379230769,0.212307692,0.300769231,0.247692308,-0.024615385,-0.263846154,0.294615385,0.183846154,0.386153846,0.12,13,18
Germany,-0.066153846,0.162307692,0.266923077,0.741538462,0.566153846,0.604615385,-0.193846154,0.526923077,0.376923077,0.288461538,-0.49,-0.120769231,-0.350769231,-0.510769231,-0.26,0.861538462,23,18
Mexico,-0.023076923,0.194615385,0.029230769,0.341538462,0.273846154,0.556153846,0.688461538,0.982307692,0.532307692,0.364615385,0.086153846,0.961538462,0.006923077,0.352307692,0.24,0.26,12,18
iran,-0.243076923,0.063846154,-0.090769231,-0.287692308,-0.704615385,-0.441538462,-0.098461538,-0.383076923,-0.722307692,-0.606153846,0.313846154,-0.336923077,0.032307692,0.425384615,0.426923077,-0.306153846,18,18
Serbia,-0.066153846,0.076153846,0.387692308,0.673846154,0.050769231,0.183076923,0.283076923,0.358461538,0.179230769,-0.340769231,0.233076923,0.257692308,0.618461538,0.575384615,0.33,0.6,22,18
France,0.489230769,0.231538462,-0.124615385,0.189230769,0.123846154,-0.039230769,0.350769231,0.080769231,0.179230769,0.126153846,0.456923077,-0.144615385,0.266923077,0.32,0.460769231,0.129230769,1,18
Nigeria,0.11,-0.004615385,-0.030769231,-0.038461538,-0.182307692,0.062307692,0.568461538,-0.147692308,-0.150769231,-0.02,0.1,-0.142307692,-0.058461538,0.201538462,0.229230769,-0.026923077,21,18
Iceland,-0.066153846,0.3,0.147692308,0.244615385,-0.453846154,0.003846154,0.029230769,-0.213846154,-0.634615385,-0.443076923,0.395384615,-0.274615385,0.235384615,0.013846154,-0.226153846,0.127692308,29,18
Australia,-0.066923077,0.165384615,0.447692308,0.188461538,0.47,0.346923077,0.25,0.105384615,0.216923077,0.132307692,0.330769231,-0.331538462,0.303846154,0.313076923,0.066923077,0.139230769,28,18
Tunisia,0.463846154,0.343076923,0.029230769,-0.026153846,0.173076923,0.200769231,0.092307692,0.123076923,0.163846154,-0.186923077,-0.276153846,0.076923077,-0.283076923,0.237692308,0.1,0.16,24,18
Senegal,0.110769231,-0.074615385,0.148461538,0.087692308,-0.320769231,-0.150769231,0.028461538,0.121538462,-0.384615385,-0.240769231,-0.145384615,-0.353076923,0.302307692,0.352307692,-0.095384615,0.071538462,17,18
Austria,-0.041538462,-0.217692308,-0.228461538,-0.214615385,-0.07,-0.189230769,-0.183846154,0.176153846,0.179230769,-0.228461538,-0.302307692,0.017692308,-0.436153846,-0.205384615,-0.125384615,-0.297692308,8,82
Honduras,-0.193846154,-0.260769231,-0.409230769,-0.447692308,-0.186923077,-0.293846154,0.176153846,-0.303076923,-0.043846154,0.101538462,0.713846154,-0.113846154,0.417692308,-0.245384615,-0.209230769,-0.387692308,18,82
Belgium,-0.225384615,-0.005384615,-0.228461538,0.187692308,-0.058461538,-0.136923077,-0.183076923,0.026923077,0.302307692,-0.031538462,-0.303076923,-0.209230769,-0.253846154,-0.12,-0.32,-0.224615385,10,82
France,0.500769231,0.257692308,0.080769231,0.139230769,0.031538462,-0.194615385,0.452307692,0.168461538,0.005384615,-0.01,-0.096923077,0.031538462,0.016153846,-0.079230769,0.075384615,0.200769231,1,82
Russia,0.140769231,-0.060769231,0.028461538,0.078461538,0.086923077,0.244615385,-0.148461538,0.131538462,0.15,-0.145384615,0.119230769,0.227692308,0.143846154,-0.36,-0.008461538,0.143846154,7,82
Germany,0.250769231,0.222307692,0.003076923,0.405384615,-0.27,-0.15,0.11,-0.088461538,0.006153846,-0.210769231,-0.257692308,-0.124615385,-0.004615385,0.013076923,0.054615385,0.177692308,2,82
Algeria,0.265384615,0.248461538,-0.075384615,0.036923077,-0.109230769,-0.206923077,-0.024615385,0.399230769,-0.355384615,-0.213846154,0.343846154,0.16,0.063076923,-0.046923077,0.063076923,-0.084615385,13,82
Brazil,0.877692308,0.773846154,0.428461538,0.659230769,0.754615385,0.335384615,0.023076923,0.638461538,0.493846154,0.637692308,-0.117692308,-0.033846154,0.572307692,-0.016153846,-0.096923077,0.890769231,5,82
Chile,-0.040769231,0.342307692,-0.170769231,0.069230769,0.054615385,-0.070769231,0.491538462,0.291538462,-0.184615385,0.346923077,-0.051538462,-0.248461538,-0.242307692,0.039230769,0.187692308,0.100769231,22,82
Yugoslavia,-0.193846154,0.093846154,0.257692308,-0.103076923,0.392307692,0.596153846,0.55,0.220769231,0.482307692,0.98,-0.273846154,0.186923077,0.010769231,0.326153846,0.163846154,0.368461538,16,82
Italy,0.286153846,0.069230769,0.013846154,-0.04,-0.095384615,0.041538462,0.054615385,-0.23,-0.101538462,-0.220769231,0.033846154,0.198461538,0.07,0.35,0.454615385,-0.193846154,1,82
ElSalvador,-0.346923077,-0.306153846,-0.266153846,-0.436923077,0.04,-0.158461538,0.261538462,-0.386153846,-0.270769231,-0.094615385,0.442307692,0.376923077,-0.396153846,0.183076923,-0.26,-0.554615385,24,82
Scotland,0.724615385,0.216153846,0.162307692,0.543076923,0.106153846,0.170769231,-0.110769231,-0.146923077,-0.592307692,0.101538462,-0.2,0.498461538,0.317692308,0.038461538,-0.234615385,0.306153846,15,82
England,-0.040769231,0.086153846,0.8,0.509230769,0.105384615,0.273076923,-0.303846154,0.075384615,-0.152307692,0.050769231,-0.252307692,-0.076923077,0.296923077,0.257692308,-0.244615385,0.475384615,6,82
Cameroon,-0.334166667,-0.110833333,-0.238333333,-0.141666667,0.480833333,0.418333333,-0.211666667,-0.083333333,0.185833333,0.605,0.4725,0.9975,-0.375,1.035833333,0.360833333,0.0775,17,82
Czechoslovakia,-0.193846154,0.228461538,-0.313846154,-0.167692308,-0.563076923,-0.534615385,0.062307692,-0.100769231,-0.315384615,-0.446923077,-0.064615385,-0.349230769,-0.193076923,-0.331538462,-0.135384615,-0.362307692,19,82
Spain,-0.133846154,0.256153846,0.170769231,0.283076923,0.134615385,0.325384615,-0.096923077,0.262307692,0.286153846,0.152307692,0.067692308,-0.172307692,0.236153846,0.000769231,0.127692308,0.303076923,12,82
Peru,-0.193846154,0.18,-0.076153846,0.155384615,0.211538462,0.376923077,0.119230769,-0.099230769,0.183076923,0.181538462,0.133076923,0.119230769,0.113076923,0.64,0.833076923,0.37,20,82
Poland,0.22,0.028461538,0.177692308,0.112307692,-0.393076923,-0.097692308,-0.080769231,-0.013076923,-0.400769231,-0.382307692,-0.133846154,-0.206923077,-0.214615385,0.412307692,0.133076923,-0.035384615,3,82
Kuwait,-0.193846154,-0.124615385,-0.123076923,-0.243076923,0.305384615,-0.085384615,0.033846154,0.422307692,0.286153846,0.233076923,-0.028461538,-0.09,-0.446923077,-0.216153846,-0.06,-0.254615385,21,82
Argentina,0.234615385,0.405384615,0.200769231,0.554615385,0.370769231,0.331538462,0.350769231,0.026923077,1.114615385,0.497692308,-0.392307692,-0.084615385,0.48,0.017692308,0.514615385,0.296153846,11,82
NewZealand,-0.193846154,-0.290769231,-0.075384615,-0.372307692,-0.38,-0.211538462,-0.34,-0.636923077,-0.611538462,-0.588461538,0.342307692,-0.099230769,0.266153846,-0.36,-0.209230769,-0.31,23,82
Poland,-0.274615385,-0.050769231,0.129230769,-0.05,0.305384615,0.47,0.320769231,0.37,0.170769231,-0.118461538,0.062307692,-0.114615385,-0.026923077,0.04,-0.097692308,-0.053846154,14,82
Germany,0.114615385,0.155384615,0.271538462,0.330769231,-0.015384615,0.028461538,0.128461538,0.109230769,0.130769231,0.056923077,-0.232307692,-0.146923077,-0.023076923,0.078461538,0.532307692,0.140769231,2,86
England,0.258461538,0.175384615,0.285384615,0.583076923,-0.08,0.028461538,-0.335384615,-0.186153846,-0.043076923,-0.222307692,-0.01,0.023076923,0.463076923,0.066153846,-0.237692308,0.185384615,8,86
Portugal,-0.080769231,-0.025384615,0.275384615,0.216153846,-0.023846154,-0.126923077,0.436923077,0.026923077,-0.035384615,0.043846154,0.156153846,-0.066153846,-0.146153846,-0.262307692,0.421538462,0.089230769,17,86
Russia,0.786153846,0.946923077,0.149230769,0.242307692,-0.258461538,-0.413076923,0.680769231,-0.091538462,0.09,0.136923077,-0.546923077,-0.329230769,-0.127692308,-0.190769231,-0.055384615,0.313076923,10,86
Canada,-0.39,-0.202307692,0.275384615,0.097692308,-0.428461538,-0.447692308,-0.166923077,-0.495384615,-0.163076923,-0.374615385,0.034615385,-0.281538462,0.2,-0.199230769,0.006153846,-0.012307692,24,86
Algeria,-0.235384615,-0.301538462,-0.367692308,-0.423076923,0.413846154,-0.074615385,-0.167692308,0.37,0.199230769,0.016153846,0.44,0.511538462,0.130769231,-0.262307692,-0.359230769,-0.376923077,22,86
Spain,0.566153846,0.463076923,0.13,0.464615385,-0.154615385,0.110769231,-0.134615385,-0.115384615,-0.296153846,-0.282307692,-0.366153846,-0.21,0.037692308,-0.263846154,0.064615385,0.353076923,7,86
Belgium,0.303846154,-0.037692308,0.04,-0.09,-0.385384615,-0.224615385,-0.321538462,-0.196153846,-0.236923077,-0.344615385,-0.15,-0.266923077,-0.132307692,-0.102307692,-0.371538462,-0.119230769,4,86
Paraguay,0.073076923,0.086153846,-0.002307692,0.14,0.296153846,0.398461538,0.116923077,-0.369230769,0.24,0.080769231,0.193846154,0.253846154,0.647692308,0.3,0.760769231,0.4,13,86
France,0.332307692,0.362307692,-0.043846154,0.316923077,0.06,0.019230769,0.140769231,0.21,0.343846154,0.276153846,-0.057692308,0.112307692,-0.053846154,0.143076923,0.060769231,0.192307692,3,86
Brazil,0.479230769,0.609230769,0.227692308,0.450769231,0.770769231,0.042307692,0.337692308,0.927692308,0.506923077,1.015384615,0.020769231,0.381538462,0.038461538,0.039230769,0.022307692,0.692307692,5,86
Denmark,0.766923077,0.643846154,-0.265384615,0.23,0.353076923,-0.015384615,0.496153846,0.606923077,0.446153846,-0.096923077,-0.128461538,0.086923077,-0.233846154,0.180769231,-0.118461538,0.404615385,9,86
Morocco,-0.043076923,-0.164615385,-0.09,-0.2,1.063076923,0.873846154,-0.184615385,0.191538462,0.570769231,1.036923077,0.387692308,0.884615385,0.128461538,0.277692308,0.098461538,-0.100769231,11,86
Italy,0.073076923,0.299230769,0.304615385,0.24,0.406923077,0.365384615,0.016923077,0.212307692,-0.173076923,0.32,-0.068461538,0.633846154,-0.39,0.3,0.663846154,0.102307692,12,86
Scotland,-0.235384615,-0.176153846,0.450769231,0.628461538,0.112307692,0.389230769,-0.335384615,-0.196923077,0.030769231,-0.306153846,-0.343076923,-0.291538462,-0.146153846,-0.166923077,-0.23,0.233846154,19,86
Argentina,0.536153846,0.170769231,0.166153846,0.190769231,-0.167692308,-0.196153846,0.557692308,-0.204615385,-0.063846154,0.343076923,0.177692308,0.333846154,0.128461538,-0.034615385,0.47,0.228461538,1,86
Bulgaria,-0.159230769,-0.316153846,-0.133846154,-0.5,-0.189230769,-0.000769231,-0.259230769,0.012307692,-0.041538462,-0.17,0.316153846,-0.077692308,-0.181538462,-0.102307692,-0.233846154,-0.372307692,15,86
Iraq,-0.235384615,-0.316153846,-0.075384615,-0.289230769,-0.412307692,-0.185384615,0.102307692,-0.061538462,-0.443076923,-0.187692308,0.129230769,-0.284615385,0.338461538,0.085384615,-0.515384615,-0.266923077,23,86
Hungary,-0.080769231,-0.243846154,-0.133846154,-0.276153846,0.096153846,0.124615385,-0.200769231,0.102307692,0.06,-0.073076923,0.062307692,-0.343076923,-0.007692308,-0.325384615,-0.152307692,-0.331538462,18,86
Uruguay,-0.159230769,-0.067692308,-0.177692308,-0.23,-0.439230769,-0.371538462,0.294615385,0.179230769,-0.49,-0.513846154,0.153846154,-0.358461538,-0.078461538,0.251538462,0.506923077,-0.276153846,16,86
Colombia,0.073076923,0.004615385,-0.013076923,0.047692308,0.873846154,0.790769231,0.200769231,-0.084615385,0.26,1.156923077,-0.149230769,0.108461538,-0.160769231,0.427692308,0.540769231,-0.071538462,14,90
Scotland,-0.063076923,0.332307692,0.383846154,0.306153846,-0.310769231,-0.283846154,-0.388461538,-0.383076923,-0.373846154,-0.473846154,-0.273846154,-0.309230769,0.197692308,-0.378461538,-0.386153846,0.28,18,90
UAE,-0.063076923,-0.180769231,-0.305384615,-0.201538462,-0.146153846,-0.009230769,-0.426153846,-0.299230769,-0.556923077,-0.299230769,-0.013846154,-0.165384615,-0.370769231,-0.016153846,-0.032307692,-0.256923077,24,90
Austria,-0.063076923,-0.063846154,-0.247692308,-0.251538462,-0.394615385,-0.180769231,0.047692308,0.385384615,-0.243846154,-0.183076923,-0.096153846,0.274615385,-0.294615385,-0.045384615,0.12,-0.253846154,18,90
Egypt,-0.241538462,0.032307692,-0.363076923,-0.252307692,-0.070769231,-0.2,0.012307692,-0.532307692,-0.14,-0.213846154,0.693076923,-0.366923077,0.386923077,0.150769231,0.195384615,-0.321538462,20,90
Czechoslovakia,0.542307692,0.893076923,0.693076923,0.540769231,0.117692308,0.225384615,0.106923077,0.39,-0.222307692,0.146923077,0.000769231,0.406923077,0.220769231,0.569230769,0.236153846,0.692307692,6,90
RepIreland,-0.22,-0.225384615,0.125384615,0.152307692,-0.283846154,-0.132307692,-0.456153846,-0.423846154,-0.267692308,-0.293076923,0.036153846,-0.273846154,0.546923077,0.280769231,-0.215384615,0.232307692,8,90
Romania,0.073846154,0.256153846,0.146153846,0.057692308,0.596923077,0.017692308,0.834615385,1.092307692,0.728461538,0.707692308,0.046923077,0.174615385,-0.264615385,0.137692308,0.330769231,-0.057692308,12,90
USA,-0.063076923,-0.080769231,-0.190769231,-0.049230769,-0.176153846,-0.341538462,0.193846154,-0.233846154,0.026923077,-0.190769231,0.139230769,0.380769231,0.197692308,0.401538462,0.295384615,-0.058461538,23,90
Netherlands,0.420769231,0.23,0.326923077,0.450769231,0.328461538,0.130769231,0.607692308,0.508461538,0.564615385,0.351538462,-0.436923077,-0.271538462,-0.109230769,0.1,-0.008461538,0.846923077,4,90
Yugoslavia,0.334615385,-0.064615385,0.231538462,0.019230769,-0.187692308,-0.023076923,0.187692308,0.268461538,-0.332307692,-0.203076923,-0.11,0.003846154,-0.19,-0.326153846,0.190769231,0.173076923,5,90
Brazil,0.113846154,0.392307692,0.599230769,0.513846154,0.833076923,0.405384615,0.521538462,1.139230769,1.109230769,0.859230769,0.084615385,0.103076923,0.683846154,0.213846154,0.353846154,0.786923077,9,90
Germany,0.673076923,0.642307692,0.502307692,0.277692308,0.31,0.146923077,0.153076923,0.081538462,0.814615385,0.464615385,-0.150769231,-0.007692308,-0.060769231,-0.22,0.006153846,0.387692308,1,90
Spain,0.319230769,0.181538462,0.343076923,0.478461538,0.093076923,0.240769231,0.277692308,0.030769231,-0.124615385,0.053076923,0.038461538,0.255384615,-0.107692308,0.080769231,0.174615385,0.254615385,10,90
England,0.114615385,0.033076923,-0.09,0.086153846,-0.222307692,-0.033846154,-0.094615385,-0.13,-0.189230769,-0.468461538,0.128461538,-0.308461538,0.240769231,-0.463846154,-0.444615385,-0.231538462,4,90
Belgium,0.318461538,-0.011538462,-0.173076923,0.039230769,-0.215384615,-0.090769231,0.050769231,-0.165384615,0.025384615,0.045384615,-0.402307692,-0.026923077,-0.133846154,-0.403846154,-0.578461538,-0.146153846,11,90
Uruguay,-0.152307692,0.048461538,0.340769231,-0.14,-0.177692308,-0.020769231,0.083846154,0.151538462,0.327692308,0.089230769,0.031538462,-0.366923077,-0.17,0.173076923,0.409230769,0.182307692,16,90
Netherlands,-0.018461538,0.184615385,0.168461538,0.276923077,-0.106923077,-0.225384615,0.138461538,0.063846154,-0.024615385,-0.153846154,-0.119230769,0.056923077,0.285384615,-0.036923077,-0.293076923,0.228461538,15,90
Netherlands,0.256153846,0.126923077,0.093846154,0.310769231,0.493076923,0.361538462,0.312307692,0.273076923,0.276153846,0.883076923,-0.286923077,-0.134615385,-0.229230769,0.307692308,-0.050769231,0.482307692,7,90
Costa,0.115384615,-0.240769231,-0.046923077,-0.140769231,0.113846154,-0.078461538,0.001538462,0.513846154,-0.212307692,-0.220769231,0.658461538,0.063076923,0.057692308,-0.328461538,-0.177692308,-0.4,13,90
Argentina,-0.070769231,-0.368461538,-0.493846154,-0.247692308,-0.681538462,-0.536923077,-0.21,-0.427692308,-0.539230769,-0.622307692,-0.313846154,-0.307692308,-0.236923077,-0.200769231,-0.405384615,-0.526153846,2,90
Cameroon,0.240769231,-0.013076923,-0.131538462,-0.147692308,-0.204615385,0.032307692,0.091538462,-0.35,-0.403846154,-0.455384615,-0.339230769,-0.259230769,-0.169230769,0.087692308,-0.238461538,0.087692308,7,90
Russia,0.293846154,0.28,0.040769231,0.140769231,0.298461538,0.099230769,0.011538462,0.217692308,0.535384615,0.263846154,-0.331538462,-0.016153846,-0.445384615,0.037692308,0.296923077,0.340769231,17,90
Italy,0.309230769,0.33,0.103846154,0.147692308,-0.000769231,-0.311538462,0.153846154,0.121538462,0.057692308,0.213076923,-0.199230769,-0.313846154,0.046923077,-0.174615385,0.493076923,0.143076923,3,90
Bolivia,-0.255384615,-0.186923077,-0.104615385,-0.193846154,-0.077692308,-0.091538462,-0.092307692,0.160769231,-0.179230769,-0.326923077,0.069230769,-0.274615385,-0.303076923,-0.396153846,0.679230769,-0.465384615,21,94
Greece,-0.39,-0.233076923,0.611538462,-0.166923077,-0.031538462,-0.073846154,0.014615385,-0.071538462,0.070769231,0.356923077,-0.239230769,0.000769231,-0.353846154,-0.232307692,0.316923077,0.033846154,24,94
Spain,0.417692308,0.25,0.259230769,0.076153846,-0.371538462,-0.307692308,0.165384615,-0.083846154,-0.407692308,-0.237692308,0.124615385,-0.123846154,0.232307692,0.385384615,-0.07,0.069230769,8,94
Norway,-0.255384615,-0.252307692,-0.103846154,0.16,-0.468461538,-0.230769231,-0.443076923,-0.484615385,-0.531538462,-0.543076923,0.413846154,-0.121538462,0.877692308,0.418461538,-0.240769231,-0.122307692,17,94
Saudi,0.116923077,0.238461538,-0.021538462,-0.071538462,-0.500769231,-0.336923077,0.068461538,0.306923077,-0.611538462,-0.428461538,0.516153846,-0.138461538,-0.083076923,-0.126153846,0.086153846,-0.119230769,12,94
Russia,0.553076923,0.411538462,-0.104615385,0.026923077,-0.352307692,-0.238461538,-0.254615385,-0.268461538,-0.125384615,0.029230769,-0.119230769,-0.279230769,-0.150769231,-0.266153846,-0.406153846,-0.21,18,94
Switzerland,0.116923077,0.051538462,0.35,0.203846154,0.052307692,0.103076923,-0.336923077,-0.336153846,-0.186153846,0.073076923,-0.076153846,-0.123076923,-0.044615385,0.094615385,0.184615385,0.209230769,15,94
Cameroon,0.013846154,-0.163846154,-0.214615385,-0.058461538,-0.286923077,-0.252307692,-0.146923077,-0.351538462,-0.165384615,-0.473076923,-0.100769231,-0.301538462,0.210769231,-0.232307692,-0.274615385,0.031538462,22,94
USA,-0.186923077,-0.232307692,-0.103846154,-0.253846154,-0.220769231,-0.24,0.026923077,-0.065384615,-0.366923077,-0.243846154,0.503846154,-0.018461538,-0.16,-0.296923077,0.111538462,-0.443846154,14,94
Belgium,0.015384615,0.321538462,0.681538462,0.588461538,0.288461538,0.276923077,0.149230769,0.466923077,0.473076923,0.370769231,-0.127692308,0.583076923,-0.006153846,-0.200769231,0.530769231,0.897692308,11,94
RepIreland,-0.186923077,-0.183846154,0.225384615,0.003076923,0.051538462,0.024615385,-0.216153846,-0.101538462,-0.296153846,0.285384615,0.065384615,-0.292307692,0.878461538,0.045384615,0.26,-0.012307692,16,94
Nigeria,0.263076923,0.121538462,0.236923077,0.107692308,-0.123076923,-0.1,0.672307692,0.487692308,-0.215384615,-0.136153846,0.004615385,0.165384615,-0.235384615,0.583846154,-0.28,0.216153846,9,94
Germany,0.337692308,0.27,0.292307692,0.281538462,0.065384615,-0.142307692,-0.076923077,0.43,0.688461538,0.002307692,0.020769231,0.165384615,-0.075384615,0.193076923,0.087692308,0.393846154,5,94
Italy,0.032307692,-0.028461538,0.046153846,0.052307692,-0.147692308,-0.115384615,0.146923077,-0.12,-0.158461538,-0.208461538,-0.000769231,-0.114615385,0.080769231,-0.066153846,0.305384615,0.05,2,94
Argentina,0.42,0.659230769,0.472307692,0.616923077,0.452307692,0.056923077,1.100769231,0.366923077,0.593846154,0.558461538,-0.463846154,-0.183076923,-0.121538462,0.094615385,0.826923077,0.990769231,10,94
Bulgaria,0.162307692,0.212307692,-0.172307692,-0.227692308,-0.071538462,-0.029230769,0.084615385,-0.111538462,-0.219230769,-0.216153846,-0.122307692,-0.15,-0.326923077,-0.123846154,0.288461538,-0.202307692,4,94
Brazil,0.216923077,0.348461538,0.031538462,0.158461538,0.835384615,0.626923077,0.27,0.266923077,1.143846154,0.834615385,-0.059230769,-0.134615385,0.196923077,-0.016923077,0.033846154,0.146923077,1,94
Colombia,0.013846154,0.266923077,-0.103846154,0.443076923,1.092307692,0.601538462,0.500769231,-0.234615385,0.88,1.216153846,-0.359230769,0.058461538,-0.15,0.29,-0.176153846,0.568461538,19,94
Morocco,-0.120769231,0.18,0.062307692,0.027692308,-0.298461538,-0.023846154,0.122307692,0.242307692,0.016153846,-0.349230769,-0.05,0.013846154,0.005384615,-0.038461538,-0.01,0.07,23,94
Romania,0.368461538,-0.026923077,-0.383846154,-0.043076923,0.126153846,-0.176923077,0.286153846,0.561538462,-0.301538462,-0.452307692,0.283846154,-0.136923077,0.116153846,0.088461538,0.215384615,-0.274615385,6,94
Nigeria,0.172307692,0.074615385,0.113846154,0.106153846,-0.288461538,-0.288461538,0.229230769,0.199230769,-0.517692308,-0.47,-0.401538462,-0.266923077,-0.225384615,-0.511538462,-0.307692308,0.158461538,12,98
USA,-0.261538462,-0.247692308,0.028461538,0.137692308,-0.206923077,-0.283076923,-0.370769231,-0.043846154,0.068461538,-0.391538462,-0.449230769,-0.298461538,-0.048461538,-0.444615385,-0.049230769,-0.153846154,32,98
Scotland,-0.103076923,0.187692308,0.225384615,0.247692308,0.449230769,0.306153846,-0.149230769,-0.097692308,0.577692308,-0.18,0.073076923,-0.158461538,0.555384615,-0.006153846,0.364615385,-0.033846154,27,98
Germany,0.245384615,0.097692308,0.549230769,0.49,0.090769231,0.071538462,-0.473076923,-0.150769231,0.096923077,0.277692308,-0.153076923,-0.212307692,0.033846154,-0.145384615,-0.036153846,0.487692308,7,98
France,0.445384615,0.390769231,0.243846154,0.292307692,0.091538462,0.161538462,0.26,0.456153846,0.383076923,0.486153846,-0.085384615,-0.283076923,0.160769231,-0.057692308,0.131538462,0.456153846,4,98
Chile,0.173846154,0.007692308,0.409230769,0.195384615,0.208461538,0.029230769,-0.075384615,-0.136923077,0.211538462,0.256153846,-0.030769231,-0.13,0.299230769,-0.202307692,0.357692308,0.203846154,16,98
Colombia,-0.261538462,-0.169230769,-0.216923077,-0.154615385,0.068461538,-0.088461538,0.183076923,0.316153846,-0.177692308,0.080769231,-0.166153846,-0.361538462,-0.27,0.29,0.245384615,-0.173076923,21,98
Spain,0.689230769,0.773846154,-0.020769231,0.551538462,-0.054615385,-0.101538462,-0.112307692,-0.08,0.333076923,0.871538462,-0.318461538,0.173076923,0.363846154,-0.326923077,-0.166923077,0.448461538,17,98
Paraguay,-0.092307692,-0.187692308,-0.320769231,-0.275384615,-0.358461538,-0.192307692,-0.071538462,-0.317692308,-0.052307692,-0.133846154,0.615384615,0.671538462,0.086923077,-0.112307692,-0.058461538,-0.312307692,14,98
Romania,0.054615385,-0.135384615,-0.401538462,-0.163076923,0.26,-0.050769231,-0.02,0.347692308,-0.18,0.28,-0.091538462,-0.179230769,-0.249230769,-0.203076923,-0.152307692,-0.345384615,11,98
Jamaica,0.055384615,-0.369230769,-0.316153846,-0.252307692,0.173076923,-0.048461538,0.109230769,-0.099230769,-0.139230769,-0.099230769,0.245384615,-0.062307692,-0.303846154,-0.032307692,-0.196153846,-0.378461538,22,98
Austria,0.055384615,0.210769231,0.176153846,0.278461538,-0.143846154,-0.077692308,-0.223076923,-0.315384615,0.083076923,0.190769231,-0.157692308,0.073846154,0.332307692,0.466153846,0.068461538,0.133846154,23,98
Argentina,0.472307692,0.458461538,-0.023846154,0.078461538,0.416923077,0.273846154,0.693076923,0.513076923,0.13,0.178461538,-0.239230769,0.021538462,-0.318461538,0.204615385,0.463076923,0.521538462,6,98
Bulgaria,-0.261538462,0.107692308,-0.217692308,0.312307692,-0.184615385,-0.025384615,0.183076923,0.118461538,-0.144615385,-0.084615385,-0.217692308,-0.243076923,-0.112307692,0.553076923,0.363846154,0.150769231,29,98
Japan,-0.261538462,0.207692308,0.176153846,0.236153846,0.239230769,0.176153846,-0.075384615,-0.188461538,-0.076923077,-0.169230769,-0.279230769,0.426153846,-0.111538462,0.700769231,0.513076923,0.005384615,31,98
SouthAfrica,0.055384615,0.266153846,0.076923077,0.214615385,0.21,0.326923077,-0.112307692,0.261538462,0.226923077,0.198461538,-0.106923077,0.733846154,0.142307692,-0.063076923,-0.373846154,0.002307692,24,98
Tunisia,-0.261538462,0.161538462,0.076923077,-0.046923077,-0.208461538,-0.039230769,-0.333846154,0.027692308,-0.174615385,-0.063846154,0.193846154,0.016923077,-0.016153846,0.466153846,-0.047692308,-0.073076923,26,98
England,0.346153846,0.280769231,0.256923077,0.146923077,0.001538462,0.020769231,0.363076923,-0.193076923,-0.112307692,-0.21,-0.14,-0.231538462,-0.044615385,-0.110769231,0.452307692,0.309230769,9,98
Morocco,0.372307692,-0.179230769,-0.266923077,-0.066923077,0.485384615,0.365384615,0.367692308,0.369230769,0.497692308,0.380769231,0.183846154,0.153846154,0.271538462,0.26,-0.14,-0.081538462,18,98
Denmark,0.432307692,0.203846154,-0.157692308,0.191538462,-0.122307692,-0.34,0.236153846,-0.034615385,-0.041538462,-0.248461538,0.125384615,-0.096153846,-0.043076923,-0.126153846,0.229230769,0.040769231,8,98
Cameroon,-0.103076923,-0.097692308,0.371538462,0.040769231,-0.146923077,0.02,0.626153846,0.064615385,-0.090769231,-0.233076923,-0.117692308,-0.275384615,0.397692308,-0.534615385,-0.228461538,0.203076923,25,98
Yugoslavia,0.173076923,0.019230769,-0.180769231,-0.154615385,-0.334615385,-0.305384615,-0.186153846,-0.043846154,-0.296923077,-0.510769231,0.129230769,-0.087692308,-0.153846154,-0.136153846,0.246153846,-0.297692308,10,98
Croatia,0.326153846,0.253076923,0.265384615,0.240769231,-0.143076923,-0.050769231,0.340769231,0.227692308,-0.430769231,-0.398461538,0.04,-0.013076923,-0.039230769,0.298461538,0.220769231,0.229230769,3,98
